ID number,Word,Part of Speech,CEFR,Points
4055.0,worse,Adverb,“B2”,3.0
4056.0,horrible,Adjective,“B2”,3.0
4057.0,salad,Noun,“B2”,3.0
4058.0,soap,Noun,“B2”,3.0
4059.0,picnic,Noun,“B2”,3.0
4060.0,sleeve,Noun,“B2”,3.0
4061.0,noisy,Adjective,“B2”,3.0
4062.0,beef,Noun,“B2”,3.0
4063.0,suck,Verb,“B2”,3.0
4064.0,awkward,Adjective,“B2”,3.0
4065.0,lunchtime,Noun,“B2”,3.0
4066.0,purple,Adjective,“B2”,3.0
4067.0,microwave,Noun,“B2”,3.0
4068.0,bubble,Noun,“B2”,3.0
4069.0,hedge,Noun,“B2”,3.0
4070.0,diamond,Noun,“B2”,3.0
4071.0,pie,Noun,“B2”,3.0
4072.0,marvellous,Adjective,“B2”,3.0
4073.0,pavement,Noun,“B2”,3.0
4074.0,ambulance,Noun,“B2”,3.0
4075.0,onion,Noun,“B2”,3.0
4076.0,tomato,Noun,“B2”,3.0
4077.0,monkey,Noun,“B2”,3.0
4078.0,worm,Noun,“B2”,3.0
4079.0,lorry,Noun,“B2”,3.0
4080.0,kiss,Verb,“B2”,3.0
4081.0,queen,Noun,“B2”,3.0
4082.0,devil,Noun,“B2”,3.0
4083.0,damp,Adjective,“B2”,3.0
4084.0,yeah,Exclamation,“B2”,3.0
4085.0,cupboard,Noun,“B2”,3.0
4086.0,soup,Noun,“B2”,3.0
4087.0,backwards,Adverb,“B2”,3.0
4088.0,balloon,Noun,“B2”,3.0
4089.0,cook,Noun,“B2”,3.0
4090.0,lamb,Noun,“B2”,3.0
4091.0,stuff,Verb,“B2”,3.0
4092.0,rain,Verb,“B2”,3.0
4093.0,gardening,Noun,“B2”,3.0
4094.0,thumb,Noun,“B2”,3.0
4095.0,lost,Adjective,“B2”,3.0
4096.0,homework,Noun,“B2”,3.0
4097.0,biscuit,Noun,“B2”,3.0
4098.0,orange,Adjective,“B2”,3.0
4099.0,jam,Noun,“B2”,3.0
4100.0,lazy,Adjective,“B2”,3.0
4101.0,washing,Noun,“B2”,3.0
4102.0,lid,Noun,“B2”,3.0
4103.0,dirt,Noun,“B2”,3.0
4104.0,sink,Noun,“B2”,3.0
4105.0,grey,Noun,“B2”,3.0
4106.0,piss,Verb,“B2”,3.0
4107.0,arse,Noun,“B2”,3.0
4108.0,damn,Adjective,“B2”,3.0
4109.0,nanny,Noun,“B2”,3.0
4110.0,nick,Verb,“B2”,3.0
4111.0,fag,Noun,“B2”,3.0
4112.0,blimey,Exclamation,“B2”,3.0
4113.0,fiver,Noun,“B2”,3.0
4114.0,bungalow,Noun,“B2”,3.0
4115.0,policeman,Noun,“B2”,3.0
4116.0,whoops,Exclamation,“B2”,3.0
4117.0,anyhow,Adverb,“B2”,3.0
4118.0,sod,Noun,“B2”,3.0
4119.0,teddy,Noun,“B2”,3.0
4120.0,bitch,Noun,“B2”,3.0
4121.0,bollocks,Exclamation,“B2”,3.0
4122.0,sherry,Noun,“B2”,3.0
4123.0,trolley,Noun,“B2”,3.0
4124.0,smack,Verb,“B2”,3.0
4125.0,tummy,Noun,“B2”,3.0
4126.0,pinch,Verb,“B2”,3.0
4127.0,wee,Noun,“B2”,3.0
4128.0,mince,Noun,“B2”,3.0
4129.0,screw,Noun,“B2”,3.0
4130.0,prawn,Noun,“B2”,3.0
4131.0,marmalade,Noun,“B2”,3.0
4132.0,granny,Noun,“B2”,3.0
4133.0,custard,Noun,“B2”,3.0
4134.0,gravy,Noun,“B2”,3.0
4135.0,loo,Noun,“B2”,3.0
4136.0,jelly,Noun,“B2”,3.0
4137.0,ginger,Adjective,“B2”,3.0
4138.0,ginger,Noun,“B2”,3.0
4139.0,screw,Verb,“B2”,3.0
4140.0,nip,Verb,“B2”,3.0
4141.0,hassle,Noun,“B2”,3.0
4142.0,jolly,Adjective,“C1”,2.0
4143.0,purse,Noun,“B2”,3.0
4144.0,dice,Noun,“B2”,3.0
4145.0,headphones,Noun,“B2”,3.0
4146.0,terribly,adverb,“B2”,3.0
4147.0,cherry,Noun,“B2”,3.0
4148.0,chimney,Noun,“B2”,3.0
4149.0,pathetic,Adjective,“B2”,3.0
4150.0,drill,Noun,“B2”,3.0
4151.0,cheerio,Exclamation,“C1”,2.0
4152.0,frog,Noun,“B2”,3.0
4153.0,starving,Adjective,“B2”,3.0
4154.0,bucket,Noun,“B2”,3.0
4155.0,wallpaper,Noun,“B2”,3.0
4156.0,slipper,Noun,“B2”,3.0
4157.0,sweetheart,Noun,“B2”,3.0
4158.0,knit,Verb,“B2”,3.0
4159.0,tenner,Noun,“B2”,3.0
4160.0,bump,Noun,“B2”,3.0
4161.0,mattress,Noun,“B2”,3.0
4162.0,frozen,Adjective,“B2”,3.0
4163.0,feather,Noun,“B2”,3.0
4164.0,windy,Adjective,“B2”,3.0
4165.0,fiddle,Verb,“B2”,3.0
4166.0,undo,Verb,“B2”,3.0
4167.0,knob,Noun,“B2”,3.0
4168.0,polite,Adjective,“B2”,3.0
4169.0,prince,Noun,“B2”,3.0
4170.0,mend,Verb,“B2”,3.0
4171.0,fuss,Noun,“B2”,3.0
4172.0,blonde,Adjective,“B2”,3.0
4173.0,nuisance,Noun,“B2”,3.0
4174.0,aunt,Noun,“B2”,3.0
4175.0,smelly,Adjective,“B2”,3.0
4176.0,ache,Verb,“B2”,3.0
4177.0,saucepan,Noun,“B2”,3.0
4178.0,handbag,Noun,“B2”,3.0
4179.0,spaghetti,Noun,“B2”,3.0
4180.0,lemonade,Noun,“B2”,3.0
4181.0,strap,Noun,“B2”,3.0
4182.0,snore,Verb,“B2”,3.0
4183.0,motorbike,Noun,“B2”,3.0
4184.0,goodbye,Exclamation,“B2”,3.0
4185.0,garlic,Noun,“B2”,3.0
4186.0,cabbage,Noun,“B2”,3.0
4187.0,bark,Verb,“B2”,3.0
4188.0,cute,Adjective,“B2”,3.0
4189.0,Hoover,Noun,“B2”,3.0
4190.0,curly,Adjective,“B2”,3.0
4191.0,pyjamas,Noun,“B2”,3.0
4192.0,collar,Noun,“B2”,3.0
4193.0,salmon,Noun,“B2”,3.0
4194.0,hurry,Noun,“B2”,3.0
4195.0,boiling,Adjective,“B2”,3.0
4196.0,pear,Noun,“B2”,3.0
4197.0,pillow,Noun,“B2”,3.0
4198.0,cushion,Noun,“B2”,3.0
4199.0,cereal,Noun,“B2”,3.0
4200.0,ironing,Noun,“B2”,3.0
4201.0,curry,Noun,“B2”,3.0
4202.0,amazed,Adjective,“B2”,3.0
4203.0,surname,Noun,“B2”,3.0
4204.0,upside,Adverb,“B2”,3.0
4205.0,muck,Noun,“B2”,3.0
4206.0,this,Pronoun,“C1”,2.0
4207.0,guide,Verb,“C1”,2.0
4208.0,gain,Noun,“C1”,2.0
4209.0,value,Verb,“C1”,2.0
4210.0,evident,Adjective,“C1”,2.0
4211.0,stakeholder,Noun,“C1”,2.0
4212.0,competitor,Noun,“C1”,2.0
4213.0,abstract,Adjective,“C1”,2.0
4214.0,devise,Verb,“C1”,2.0
4215.0,payable,Adjective,“C1”,2.0
4216.0,ratio,Noun,“C1”,2.0
4217.0,investor,Noun,“C1”,2.0
4218.0,organiser,Noun,“C1”,2.0
4219.0,upgrade,Verb,“C1”,2.0
4220.0,ethical,Adjective,“C1”,2.0
4221.0,boast,Verb,“C1”,2.0
4222.0,absorb,Verb,“C1”,2.0
4223.0,varied,Adjective,“C1”,2.0
4224.0,password,Noun,“C1”,2.0
4225.0,regulate,Verb,“C1”,2.0
4226.0,deem,Verb,“C1”,2.0
4227.0,internationally,Adverb,“C1”,2.0
4228.0,combined,Adjective,“C1”,2.0
4229.0,dismiss,Verb,“C1”,2.0
4230.0,biological,Adjective,“C1”,2.0
4231.0,maximise,Verb,“C1”,2.0
4232.0,consistently,Adverb,“C1”,2.0
4233.0,optional,Adjective,“C1”,2.0
4234.0,programming,Noun,“C1”,2.0
4235.0,conduct,Noun,“C1”,2.0
4236.0,calculation,Noun,“C1”,2.0
4237.0,chamber,Noun,“C1”,2.0
4238.0,compensation,Noun,“C1”,2.0
4239.0,opponent,Noun,“C1”,2.0
4240.0,inquiry,Noun,“C1”,2.0
4241.0,peer,Noun,“C1”,2.0
4242.0,inevitably,Adverb,“C1”,2.0
4243.0,prominent,Adjective,“C1”,2.0
4244.0,relevance,Noun,“C1”,2.0
4245.0,regeneration,Noun,“C1”,2.0
4246.0,trail,Noun,“C1”,2.0
4247.0,fitness,Noun,“C1”,2.0
4248.0,viewer,Noun,“C1”,2.0
4249.0,freely,Adverb,“C1”,2.0
4250.0,excess,Noun,“C1”,2.0
4251.0,inclusive,Adjective,“C1”,2.0
4252.0,motivation,Noun,“C1”,2.0
4253.0,transport,Verb,“C1”,2.0
4254.0,lead,Adjective,“C1”,2.0
4255.0,acceptance,Noun,“C1”,2.0
4256.0,enforce,Verb,“C1”,2.0
4257.0,protocol,Noun,“C1”,2.0
4258.0,disposal,Noun,“C1”,2.0
4259.0,insert,Verb,“C1”,2.0
4260.0,ease,Verb,“C1”,2.0
4261.0,logo,Noun,“C1”,2.0
4262.0,transformation,Noun,“C1”,2.0
4263.0,scholar,Noun,“C1”,2.0
4264.0,challenging,Adjective,“C1”,2.0
4265.0,margin,Noun,“C1”,2.0
4266.0,healthcare,Noun,“C1”,2.0
4267.0,enclose,Verb,“C1”,2.0
4268.0,assemble,Verb,“C1”,2.0
4269.0,humanity,Noun,“C1”,2.0
4270.0,democratic,Adjective,“C1”,2.0
4271.0,correspondence,Noun,“C1”,2.0
4272.0,exploration,Noun,“C1”,2.0
4273.0,nationally,Adverb,“C1”,2.0
4274.0,restoration,Noun,“C1”,2.0
4275.0,convey,Verb,“C1”,2.0
4276.0,handling,Noun,“C1”,2.0
4277.0,integral,Adjective,“C1”,2.0
4278.0,tour,Verb,“C1”,2.0
4279.0,regulatory,Adjective,“C1”,2.0
4280.0,constraint,Noun,“C1”,2.0
4281.0,audit,Noun,“C1”,2.0
4282.0,genetic,Adjective,“C1”,2.0
4283.0,traditionally,Adverb,“C1”,2.0
4284.0,inevitable,Adjective,“C1”,2.0
4285.0,interact,Verb,“C1”,2.0
4286.0,navigation,Noun,“C1”,2.0
4287.0,habitat,Noun,“C1”,2.0
4288.0,configuration,Noun,“C1”,2.0
4289.0,subscribe,Verb,“C1”,2.0
4290.0,discrimination,Noun,“C1”,2.0
4291.0,namely,Adverb,“C1”,2.0
4292.0,principal,Noun,“C1”,2.0
4293.0,defeat,Verb,“C1”,2.0
4294.0,overall,Adverb,“C1”,2.0
4295.0,workforce,Noun,“C1”,2.0
4296.0,retailer,Noun,“C1”,2.0
4297.0,function,Verb,“C1”,2.0
4298.0,genre,Noun,“C1”,2.0
4299.0,ambition,Noun,“C1”,2.0
4300.0,functional,Adjective,“C1”,2.0
4301.0,annually,Adverb,“C1”,2.0
4302.0,literary,Adjective,“C1”,2.0
4303.0,mutual,Adjective,“C1”,2.0
4304.0,collaborative,Adjective,“C1”,2.0
4305.0,authorise,Verb,“C1”,2.0
4306.0,closure,Noun,“C1”,2.0
4307.0,supervision,Noun,“C1”,2.0
4308.0,historian,Noun,“C1”,2.0
4309.0,emission,Noun,“C1”,2.0
4310.0,browse,Verb,“C1”,2.0
4311.0,uncertainty,Noun,“C1”,2.0
4312.0,robust,Adjective,“C1”,2.0
4313.0,unnecessary,Adjective,“C1”,2.0
4314.0,clarify,Verb,“C1”,2.0
4315.0,summarise,Verb,“C1”,2.0
4316.0,legend,Noun,“C1”,2.0
4317.0,added,Adjective,“C1”,2.0
4318.0,established,Adjective,“C1”,2.0
4319.0,transmit,Verb,“C1”,2.0
4320.0,solely,Adverb,“C1”,2.0
4321.0,pollution,Noun,“C1”,2.0
4322.0,commentary,Noun,“C1”,2.0
4323.0,decrease,Verb,“C1”,2.0
4324.0,icon,Noun,“C1”,2.0
4325.0,exclusively,Adverb,“C1”,2.0
4326.0,distant,Adjective,“C1”,2.0
4327.0,attribute,Verb,“C1”,2.0
4328.0,spectrum,Noun,“C1”,2.0
4329.0,import,Verb,“C1”,2.0
4330.0,defeat,Noun,“C1”,2.0
4331.0,gene,Noun,“C1”,2.0
4332.0,publishing,Noun,“C1”,2.0
4333.0,corresponding,Adjective,“C1”,2.0
4334.0,fiction,Noun,“C1”,2.0
4335.0,modification,Noun,“C1”,2.0
4336.0,vacancy,Noun,“C1”,2.0
4337.0,formally,Adverb,“C1”,2.0
4338.0,tribute,Noun,“C1”,2.0
4339.0,woodland,Noun,“C1”,2.0
4340.0,notably,Adverb,“C1”,2.0
4341.0,descend,Verb,“C1”,2.0
4342.0,undermine,Verb,“C1”,2.0
4343.0,undoubtedly,Adverb,“C1”,2.0
4344.0,integrity,Noun,“C1”,2.0
4345.0,myth,Noun,“C1”,2.0
4346.0,ease,Noun,“C1”,2.0
4347.0,artistic,Adjective,“C1”,2.0
4348.0,neighbourhood,Noun,“C1”,2.0
4349.0,independently,Adverb,“C1”,2.0
4350.0,sufficiently,Adverb,“C1”,2.0
4351.0,enforcement,Noun,“C1”,2.0
4352.0,planned,Adjective,“C1”,2.0
4353.0,holding,Noun,“C1”,2.0
4354.0,performer,Noun,“C1”,2.0
4355.0,prestigious,Adjective,“C1”,2.0
4356.0,minimal,Adjective,“C1”,2.0
4357.0,breach,Noun,“C1”,2.0
4358.0,wisdom,Noun,“C1”,2.0
4359.0,coordinate,Verb,“C1”,2.0
4360.0,portrait,Noun,“C1”,2.0
4361.0,printing,Noun,“C1”,2.0
4362.0,respective,Adjective,“C1”,2.0
4363.0,erect,Verb,“C1”,2.0
4364.0,power,Verb,“C1”,2.0
4365.0,exclusion,Noun,“C1”,2.0
4366.0,trade,Verb,“C1”,2.0
4367.0,logic,Noun,“C1”,2.0
4368.0,peaceful,Adjective,“C1”,2.0
4369.0,prospective,Adjective,“C1”,2.0
4370.0,jointly,Adverb,“C1”,2.0
4371.0,accurately,Adverb,“C1”,2.0
4372.0,preliminary,Adjective,“C1”,2.0
4373.0,hidden,Adjective,“C1”,2.0
4374.0,technological,Adjective,“C1”,2.0
4375.0,volunteer,Verb,“C1”,2.0
4376.0,simultaneously,Adverb,“C1”,2.0
4377.0,confirmation,Noun,“C1”,2.0
4378.0,controversial,Adjective,“C1”,2.0
4379.0,embed,Verb,“C2”,1.0
4380.0,fleet,Noun,“C1”,2.0
4381.0,confront,Verb,“C1”,2.0
4382.0,companion,Noun,“C1”,2.0
4383.0,free,Verb,“C1”,2.0
4384.0,prescribe,Verb,“C1”,2.0
4385.0,coastal,Adjective,“C1”,2.0
4386.0,institutional,Adjective,“C1”,2.0
4387.0,desirable,Adjective,“C1”,2.0
4388.0,underpin,Verb,“C1”,2.0
4389.0,sponsor,Noun,“C1”,2.0
4390.0,essence,Noun,“C1”,2.0
4391.0,statistical,Adjective,“C1”,2.0
4392.0,compatible,Adjective,“C1”,2.0
4393.0,supportive,Adjective,“C1”,2.0
4394.0,incur,Verb,“C1”,2.0
4395.0,acute,Adjective,“C1”,2.0
4396.0,invaluable,Adjective,“C1”,2.0
4397.0,depart,Verb,“C1”,2.0
4398.0,variable,Adjective,“C1”,2.0
4399.0,briefing,Noun,“C1”,2.0
4400.0,diagnose,Verb,“C1”,2.0
4401.0,legacy,Noun,“C1”,2.0
4402.0,broadcast,Noun,“C1”,2.0
4403.0,shortage,Noun,“C1”,2.0
4404.0,talented,Adjective,“C1”,2.0
4405.0,virtue,Noun,“C1”,2.0
4406.0,characterise,Verb,“C1”,2.0
4407.0,notable,Adjective,“C1”,2.0
4408.0,academic,Noun,“C1”,2.0
4409.0,pdf,Noun,“C1”,2.0
4410.0,terminal,Noun,“C1”,2.0
4411.0,contributor,Noun,“C1”,2.0
4412.0,tourism,Noun,“C1”,2.0
4413.0,adoption,Noun,“C1”,2.0
4414.0,creativity,Noun,“C1”,2.0
4415.0,allocation,Noun,“C1”,2.0
4416.0,isolate,Verb,“C1”,2.0
4417.0,contrast,Verb,“C1”,2.0
4418.0,deploy,Verb,“C1”,2.0
4419.0,encompass,Verb,“C1”,2.0
4420.0,excessive,Adjective,“C1”,2.0
4421.0,ambitious,Adjective,“C1”,2.0
4422.0,disadvantage,Noun,“C1”,2.0
4423.0,dramatically,Adverb,“C1”,2.0
4424.0,conviction,Noun,“C1”,2.0
4425.0,geographical,Adjective,“C1”,2.0
4426.0,courtesy,Noun,“C1”,2.0
4427.0,accessibility,Noun,“C1”,2.0
4428.0,systematic,Adjective,“C1”,2.0
4429.0,progressive,Adjective,“C1”,2.0
4430.0,computing,Noun,“C1”,2.0
4431.0,confine,Verb,“C1”,2.0
4432.0,wholly,Adverb,“C1”,2.0
4433.0,satisfactory,Adjective,“C1”,2.0
4434.0,parliamentary,Adjective,“C1”,2.0
4435.0,condemn,Verb,“C1”,2.0
4436.0,corporation,Noun,“C1”,2.0
4437.0,remainder,Noun,“C1”,2.0
4438.0,narrative,Noun,“C1”,2.0
4439.0,parallel,Adjective,“C1”,2.0
4440.0,depict,Verb,“C1”,2.0
4441.0,vertical,Adjective,“C1”,2.0
4442.0,memorable,Adjective,“C1”,2.0
4443.0,instruct,Verb,“C1”,2.0
4444.0,progression,Noun,“C1”,2.0
4445.0,adverse,Adjective,“C1”,2.0
4446.0,fate,Noun,“C1”,2.0
4447.0,seize,Verb,“C1”,2.0
4448.0,appreciation,Noun,“C1”,2.0
4449.0,currency,Noun,“C1”,2.0
4450.0,thorough,Adjective,“C1”,2.0
4451.0,publicly,Adverb,“C1”,2.0
4452.0,balanced,Adjective,“C1”,2.0
4453.0,additionally,Adverb,“C1”,2.0
4454.0,networking,Noun,“C1”,2.0
4455.0,informative,Adjective,“C1”,2.0
4456.0,aspiration,Noun,“C1”,2.0
4457.0,cluster,Noun,“C1”,2.0
4458.0,administrator,Noun,“C1”,2.0
4459.0,governance,Noun,“C2”,1.0
4460.0,accomplish,Verb,“C1”,2.0
4461.0,reliability,Noun,“C1”,2.0
4462.0,agriculture,Noun,“C1”,2.0
4463.0,oversee,Verb,“C1”,2.0
4464.0,worldwide,Adjective,“C1”,2.0
4465.0,generic,Adjective,“C1”,2.0
4466.0,accounting,Noun,“C1”,2.0
4467.0,density,Noun,“C1”,2.0
4468.0,functionality,Noun,“C1”,2.0
4469.0,striking,Adjective,“C1”,2.0
4470.0,embark,Verb,“C1”,2.0
4471.0,entity,Noun,“C1”,2.0
4472.0,efficiently,Adverb,“C1”,2.0
4473.0,popularity,Noun,“C1”,2.0
4474.0,prediction,Noun,“C1”,2.0
4475.0,dominant,Adjective,“C1”,2.0
4476.0,seemingly,Adverb,“C1”,2.0
4477.0,surroundings,Noun,“C1”,2.0
4478.0,thesis,Noun,“C1”,2.0
4479.0,anger,Noun,“C1”,2.0
4480.0,influential,Adjective,“C1”,2.0
4481.0,celebrity,Noun,“C1”,2.0
4482.0,inadequate,Adjective,“C1”,2.0
4483.0,coaching,Noun,“C1”,2.0
4484.0,hazard,Noun,“C1”,2.0
4485.0,consensus,Noun,“C1”,2.0
4486.0,finance,Verb,“C1”,2.0
4487.0,intensity,Noun,“C1”,2.0
4488.0,referral,Noun,“C1”,2.0
4489.0,classification,Noun,“C1”,2.0
4490.0,productivity,Noun,“C1”,2.0
4491.0,sensitivity,Noun,“C1”,2.0
4492.0,enhanced,Adjective,“C1”,2.0
4493.0,reporting,Noun,“C1”,2.0
4494.0,spite,Noun,“C1”,2.0
4495.0,refresh,Verb,“C1”,2.0
4496.0,Catholic,Noun,“C1”,2.0
4497.0,attribute,Noun,“C1”,2.0
4498.0,Canadian,Noun,“C1”,2.0
4499.0,Australian,Noun,“C1”,2.0
4500.0,literacy,Noun,“C1”,2.0
4501.0,Holocaust,Noun,“C1”,2.0
4502.0,execution,Noun,“C1”,2.0
4503.0,consciousness,Noun,“C1”,2.0
4504.0,foster,Verb,“C1”,2.0
4505.0,tactic,Noun,“C1”,2.0
4506.0,yield,Verb,“C1”,2.0
4507.0,refugee,Noun,“C1”,2.0
4508.0,classic,Noun,“C1”,2.0
4509.0,Olympics,Noun,“C1”,2.0
4510.0,meaningful,Adjective,“C1”,2.0
4511.0,kindly,Adverb,“C1”,2.0
4512.0,isolation,Noun,“C1”,2.0
4513.0,invasion,Noun,“C1”,2.0
4514.0,substantially,Adverb,“C1”,2.0
4515.0,static,Adjective,“C1”,2.0
4516.0,advisor,Noun,“C1”,2.0
4517.0,specified,Adjective,“C1”,2.0
4518.0,profound,Adjective,“C1”,2.0
4519.0,legitimate,Adjective,“C1”,2.0
4520.0,simulation,Noun,“C1”,2.0
4521.0,productive,Adjective,“C1”,2.0
4522.0,classify,Verb,“C1”,2.0
4523.0,elegant,Adjective,“C1”,2.0
4524.0,obstacle,Noun,“C1”,2.0
4525.0,clarity,Noun,“C1”,2.0
4526.0,import,Noun,“C1”,2.0
4527.0,Satan,Noun,“C1”,2.0
4528.0,inappropriate,Adjective,“C1”,2.0
4529.0,quarterly,Adjective,“C1”,2.0
4530.0,mailing,Noun,“C1”,2.0
4531.0,enthusiast,Noun,“C1”,2.0
4532.0,Sri Lanka,Noun,“C1”,2.0
4533.0,counsel,Verb,“C1”,2.0
4534.0,mainstream,Adjective,“C1”,2.0
4535.0,endless,Adjective,“C1”,2.0
4536.0,simplify,Verb,“C1”,2.0
4537.0,detection,Noun,“C1”,2.0
4538.0,appropriately,Adverb,“C1”,2.0
4539.0,partially,Adverb,“C1”,2.0
4540.0,template,Noun,“C1”,2.0
4541.0,explicit,Adjective,“C1”,2.0
4542.0,risk,Verb,“C1”,2.0
4543.0,gathering,Noun,“C1”,2.0
4544.0,graduate,Verb,“C1”,2.0
4545.0,greet,Verb,“C1”,2.0
4546.0,attain,Verb,“C1”,2.0
4547.0,diameter,Noun,“C1”,2.0
4548.0,spokesman,Noun,“C1”,2.0
4549.0,mathematics,Noun,“C1”,2.0
4550.0,extensively,Adverb,“C1”,2.0
4551.0,architectural,Adjective,“C1”,2.0
4552.0,induce,Verb,“C1”,2.0
4553.0,adaptation,Noun,“C1”,2.0
4554.0,compromise,Verb,“C1”,2.0
4555.0,scholarship,Noun,“C1”,2.0
4556.0,inhabitant,Noun,“C1”,2.0
4557.0,delight,Noun,“C1”,2.0
4558.0,sharing,Noun,“C1”,2.0
4559.0,supervise,Verb,“C1”,2.0
4560.0,accelerate,Verb,“C1”,2.0
4561.0,declaration,Noun,“C1”,2.0
4562.0,position,Verb,“C1”,2.0
4563.0,Hungary,Noun,“C1”,2.0
4564.0,widen,Verb,“C1”,2.0
4565.0,orientation,Noun,“C1”,2.0
4566.0,pathway,Noun,“C1”,2.0
4567.0,Baptist,Adjective,“C2”,1.0
4568.0,competent,Adjective,“C1”,2.0
4569.0,mathematical,Adjective,“C1”,2.0
4570.0,desktop,Noun,“C1”,2.0
4571.0,terrorism,Noun,“C1”,2.0
4572.0,rival,Noun,“C1”,2.0
4573.0,marine,Adjective,“C1”,2.0
4574.0,dispose,Verb,“C1”,2.0
4575.0,ie,Abbreviation,“C1”,2.0
4576.0,faculty,Noun,“C1”,2.0
4577.0,equation,Noun,“C1”,2.0
4578.0,single,Noun,“C1”,2.0
4579.0,likewise,Adverb,“C1”,2.0
4580.0,particle,Noun,“C1”,2.0
4581.0,discretion,Noun,“C1”,2.0
4582.0,ethic,Noun,“C1”,2.0
4583.0,tutorial,Noun,“C1”,2.0
4584.0,pricing,Noun,“C1”,2.0
4585.0,formulate,Verb,“C1”,2.0
4586.0,underway,Adjective,“C1”,2.0
4587.0,viewing,Noun,“C1”,2.0
4588.0,recipient,Noun,“C1”,2.0
4589.0,equity,Noun,“C1”,2.0
4590.0,photographic,Adjective,“C1”,2.0
4591.0,monument,Noun,“C1”,2.0
4592.0,Malaysian,Adjective,“C1”,2.0
4593.0,portray,Verb,“C1”,2.0
4594.0,activist,Noun,“C1”,2.0
4595.0,attachment,Noun,“C1”,2.0
4596.0,disclose,Verb,“C1”,2.0
4597.0,vibrant,Adjective,“C1”,2.0
4598.0,summit,Noun,“C1”,2.0
4599.0,retrieve,Verb,“C1”,2.0
4600.0,armed,Adjective,“C1”,2.0
4601.0,accredit,Verb,“C2”,1.0
4602.0,ship,Verb,“C1”,2.0
4603.0,mirror,Verb,“C1”,2.0
4604.0,working,Adjective,“C1”,2.0
4605.0,crash,Verb,“C1”,2.0
4606.0,lyric,Noun,“C1”,2.0
4607.0,royal,Adjective,“C1”,2.0
4608.0,liberal,Adjective,“C1”,2.0
4609.0,leather,Noun,“C1”,2.0
4610.0,banner,Noun,“C1”,2.0
4611.0,collapse,Noun,“C1”,2.0
4612.0,well,Noun,“C1”,2.0
4613.0,tragedy,Noun,“C1”,2.0
4614.0,sail,Verb,“C1”,2.0
4615.0,Arabia,Noun,“C1”,2.0
4616.0,unfair,Adjective,“C1”,2.0
4617.0,bug,Noun,“C1”,2.0
4618.0,accessory,Noun,“C1”,2.0
4619.0,Syria,Noun,“C1”,2.0
4620.0,bulk,Noun,“C1”,2.0
4621.0,monitor,Noun,“C1”,2.0
4622.0,turnover,Noun,“C1”,2.0
4623.0,super,Adjective,“C1”,2.0
4624.0,collapse,Verb,“C1”,2.0
4625.0,packaging,Noun,“C1”,2.0
4626.0,evil,Noun,“C1”,2.0
4627.0,fitting,Adjective,“C1”,2.0
4628.0,across,Adverb,“C1”,2.0
4629.0,parliament,Noun,“C1”,2.0
4630.0,pole,Noun,“C1”,2.0
4631.0,observer,Noun,“C1”,2.0
4632.0,compact,Adjective,“C1”,2.0
4633.0,runner,Noun,“C1”,2.0
4634.0,instructor,Noun,“C1”,2.0
4635.0,ton,Noun,“C1”,2.0
4636.0,brave,Adjective,“C1”,2.0
4637.0,license,Verb,“C1”,2.0
4638.0,keeper,Noun,“C1”,2.0
4639.0,meantime,Noun,“C1”,2.0
4640.0,spin,Verb,“C1”,2.0
4641.0,wake,Noun,“C1”,2.0
4642.0,Thai,Adjective,“C1”,2.0
4643.0,shareholder,Noun,“C1”,2.0
4644.0,portable,Adjective,“C1”,2.0
4645.0,stairs,Noun,“C1”,2.0
4646.0,fortunate,Adjective,“C1”,2.0
4647.0,harbour,Noun,“C1”,2.0
4648.0,flash,Noun,“C1”,2.0
4649.0,Buddhism,Noun,“C1”,2.0
4650.0,poorly,Adverb,“C1”,2.0
4651.0,biology,Noun,“C1”,2.0
4652.0,psychology,Noun,“C1”,2.0
4653.0,geography,Noun,“C1”,2.0
4654.0,casualty,Noun,“C1”,2.0
4655.0,supervisor,Noun,“C1”,2.0
4656.0,trainee,Noun,“C1”,2.0
4657.0,Brazilian,Adjective,“C1”,2.0
4658.0,cave,Noun,“C1”,2.0
4659.0,rank,Verb,“C1”,2.0
4660.0,earnings,Noun,“C1”,2.0
4661.0,amount,Verb,“C1”,2.0
4662.0,alert,Verb,“C1”,2.0
4663.0,quietly,Adverb,“C1”,2.0
4664.0,contract,Verb,“C1”,2.0
4665.0,fibre,Noun,“C1”,2.0
4666.0,gross,Adjective,“C1”,2.0
4667.0,bearing,Noun,“C1”,2.0
4668.0,unfortunate,Adjective,“C1”,2.0
4669.0,fare,Noun,“C1”,2.0
4670.0,crown,Noun,“C1”,2.0
4671.0,medal,Noun,“C1”,2.0
4672.0,norm,Noun,“C1”,2.0
4673.0,supplement,Verb,“C1”,2.0
4674.0,pump,Noun,“C1”,2.0
4675.0,postal,Adjective,“C1”,2.0
4676.0,police,Verb,“C1”,2.0
4677.0,desert,Noun,“C1”,2.0
4678.0,rope,Noun,“C1”,2.0
4679.0,encouraging,Adjective,“C1”,2.0
4680.0,composer,Noun,“C1”,2.0
4681.0,am,Abbreviation,“C1”,2.0
4682.0,globe,Noun,“C1”,2.0
4683.0,province,Noun,“C1”,2.0
4684.0,kingdom,Noun,“C1”,2.0
4685.0,mirror,Noun,“C1”,2.0
4686.0,hunting,Noun,“C1”,2.0
